State,Date,MostLikelyRt,LowRt,HighRt
Andhra Pradesh,2020-03-18,0.0,0.59,12.0
Andhra Pradesh,2020-03-19,1.0,0.0,6.3500000000000005
Andhra Pradesh,2020-03-20,1.0,0.0,5.08
Andhra Pradesh,2020-03-21,1.0,0.0,4.44
Andhra Pradesh,2020-03-22,1.0,0.0,4.03
Andhra Pradesh,2020-03-23,1.0,0.0,3.74
Andhra Pradesh,2020-03-24,1.0,0.0,3.5300000000000002
Andhra Pradesh,2020-03-25,1.53,0.0,3.66
Andhra Pradesh,2020-03-26,1.47,0.0,3.49
Andhra Pradesh,2020-03-27,1.8,0.01,3.61
Andhra Pradesh,2020-03-28,1.96,0.1,3.65
Andhra Pradesh,2020-03-29,2.99,1.27,4.5600000000000005
Andhra Pradesh,2020-03-30,3.11,1.82,4.3500000000000005
Andhra Pradesh,2020-03-31,2.85,1.83,3.83
Andhra Pradesh,2020-04-01,2.49,1.6500000000000001,3.31
Andhra Pradesh,2020-04-02,2.25,1.54,2.96
Andhra Pradesh,2020-04-03,2.0,1.36,2.61
Andhra Pradesh,2020-04-04,1.78,1.22,2.36
Andhra Pradesh,2020-04-05,1.53,1.01,2.08
Andhra Pradesh,2020-04-06,1.32,0.8,1.82
Andhra Pradesh,2020-04-07,1.12,0.62,1.6300000000000001
Andhra Pradesh,2020-04-08,0.9500000000000001,0.43,1.44
Andhra Pradesh,2020-04-09,0.78,0.25,1.28
Andhra Pradesh,2020-04-10,0.67,0.15,1.2
Andhra Pradesh,2020-04-11,0.66,0.13,1.21
Andhra Pradesh,2020-04-12,0.72,0.16,1.29
Andhra Pradesh,2020-04-13,0.79,0.22,1.4000000000000001
Andhra Pradesh,2020-04-14,0.9500000000000001,0.36,1.57
Andhra Pradesh,2020-04-15,1.07,0.47000000000000003,1.67
Andhra Pradesh,2020-04-16,1.2,0.62,1.79
Andhra Pradesh,2020-04-17,1.32,0.77,1.9000000000000001
Andhra Pradesh,2020-04-18,1.35,0.8200000000000001,1.9000000000000001
Andhra Pradesh,2020-04-19,1.36,0.85,1.8800000000000001
Andhra Pradesh,2020-04-20,1.41,0.92,1.9000000000000001
Andhra Pradesh,2020-04-21,1.3800000000000001,0.91,1.84
Andhra Pradesh,2020-04-22,1.3900000000000001,0.9500000000000001,1.84
Andhra Pradesh,2020-04-23,1.3900000000000001,0.97,1.82
Andhra Pradesh,2020-04-24,1.34,0.9400000000000001,1.75
Andhra Pradesh,2020-04-25,1.33,0.9400000000000001,1.72
Andhra Pradesh,2020-04-26,1.28,0.9,1.6500000000000001
Andhra Pradesh,2020-04-27,1.21,0.84,1.57
Andhra Pradesh,2020-04-28,1.17,0.8200000000000001,1.54
Andhra Pradesh,2020-04-29,1.11,0.77,1.48
Andhra Pradesh,2020-04-30,1.05,0.6900000000000001,1.3900000000000001
Andhra Pradesh,2020-05-01,1.0,0.64,1.34
Andhra Pradesh,2020-05-02,0.9400000000000001,0.6,1.31
Andhra Pradesh,2020-05-03,0.91,0.56,1.28
Andhra Pradesh,2020-05-04,0.89,0.54,1.27
Andhra Pradesh,2020-05-05,0.89,0.53,1.27
Andhra Pradesh,2020-05-06,0.88,0.51,1.26
Andhra Pradesh,2020-05-07,0.88,0.51,1.27
Andhra Pradesh,2020-05-08,0.87,0.48,1.25
Andhra Pradesh,2020-05-09,0.84,0.46,1.25
Andhra Pradesh,2020-05-10,0.85,0.45,1.25
Andhra Pradesh,2020-05-11,0.87,0.48,1.3
Andhra Pradesh,2020-05-12,0.9400000000000001,0.53,1.35
Andhra Pradesh,2020-05-13,1.04,0.64,1.46
Andhra Pradesh,2020-05-14,1.11,0.71,1.52
Andhra Pradesh,2020-05-15,1.1300000000000001,0.74,1.53
Andhra Pradesh,2020-05-16,1.12,0.73,1.51
Andhra Pradesh,2020-05-17,1.07,0.67,1.44
Andhra Pradesh,2020-05-18,1.03,0.64,1.41
Andhra Pradesh,2020-05-19,0.97,0.6,1.3800000000000001
Andhra Pradesh,2020-05-20,0.92,0.53,1.31
Andhra Pradesh,2020-05-21,0.91,0.52,1.31
Andhra Pradesh,2020-05-22,0.9500000000000001,0.56,1.36
Andhra Pradesh,2020-05-23,1.06,0.67,1.46
Andhra Pradesh,2020-05-24,1.21,0.84,1.61
Andhra Pradesh,2020-05-25,1.35,0.99,1.73
Andhra Pradesh,2020-05-26,1.4000000000000001,1.05,1.75
Andhra Pradesh,2020-05-27,1.42,1.1,1.77
Andhra Pradesh,2020-05-28,1.3900000000000001,1.06,1.69
Andhra Pradesh,2020-05-29,1.34,1.04,1.6500000000000001
Andhra Pradesh,2020-05-30,1.28,1.0,1.59
Andhra Pradesh,2020-05-31,1.19,0.91,1.48
Assam,2020-04-27,0.0,0.59,12.0
Assam,2020-04-28,1.0,0.0,6.3500000000000005
Assam,2020-04-29,1.0,0.0,5.08
Assam,2020-04-30,1.0,0.0,4.44
Assam,2020-05-01,1.0,0.0,4.03
Assam,2020-05-02,1.0,0.0,3.74
Assam,2020-05-03,1.0,0.0,3.5300000000000002
Assam,2020-05-04,1.0,0.0,3.35
Assam,2020-05-05,1.53,0.0,3.66
Assam,2020-05-06,1.8900000000000001,0.01,3.7800000000000002
Assam,2020-05-07,2.05,0.12,3.81
Assam,2020-05-08,1.83,0.11,3.44
Assam,2020-05-09,1.47,0.01,2.92
Assam,2020-05-10,1.42,0.0,2.79
Assam,2020-05-11,1.56,0.08,2.9
Assam,2020-05-12,1.49,0.1,2.7800000000000002
Assam,2020-05-13,1.3,0.05,2.52
Assam,2020-05-14,1.28,0.06,2.47
Assam,2020-05-15,1.3800000000000001,0.15,2.59
Assam,2020-05-16,1.77,0.5,2.94
Assam,2020-05-17,1.97,0.84,3.04
Assam,2020-05-18,2.0300000000000002,1.05,2.99
Assam,2020-05-19,2.06,1.2,2.9
Assam,2020-05-20,2.16,1.43,2.9
Assam,2020-05-21,2.06,1.43,2.72
Assam,2020-05-22,2.11,1.55,2.67
Assam,2020-05-23,2.09,1.61,2.59
Assam,2020-05-24,2.0100000000000002,1.58,2.44
Assam,2020-05-25,1.8900000000000001,1.51,2.2800000000000002
Assam,2020-05-26,1.78,1.43,2.13
Assam,2020-05-27,1.6500000000000001,1.34,1.99
Assam,2020-05-28,1.57,1.27,1.87
Assam,2020-05-29,1.44,1.16,1.73
Assam,2020-05-30,1.34,1.07,1.62
Assam,2020-05-31,1.25,0.99,1.52
Bihar,2020-03-21,0.0,0.59,12.0
Bihar,2020-03-22,1.0,0.0,6.3500000000000005
Bihar,2020-03-23,1.0,0.0,5.08
Bihar,2020-03-24,1.0,0.0,4.44
Bihar,2020-03-25,1.0,0.0,4.03
Bihar,2020-03-26,1.73,0.0,4.14
Bihar,2020-03-27,1.53,0.0,3.66
Bihar,2020-03-28,1.42,0.0,3.34
Bihar,2020-03-29,1.73,0.01,3.47
Bihar,2020-03-30,1.62,0.0,3.23
Bihar,2020-03-31,1.53,0.0,3.0500000000000003
Bihar,2020-04-01,1.47,0.01,2.92
Bihar,2020-04-02,1.22,0.0,2.64
Bihar,2020-04-03,1.0,0.0,2.45
Bihar,2020-04-04,1.0,0.0,2.45
Bihar,2020-04-05,0.78,0.0,2.31
Bihar,2020-04-06,1.0,0.0,2.49
Bihar,2020-04-07,1.22,0.0,2.64
Bihar,2020-04-08,1.59,0.11,2.99
Bihar,2020-04-09,1.51,0.12,2.85
Bihar,2020-04-10,1.59,0.19,2.86
Bihar,2020-04-11,1.27,0.05,2.43
Bihar,2020-04-12,1.1300000000000001,0.0,2.23
Bihar,2020-04-13,1.0,0.0,2.12
Bihar,2020-04-14,0.87,0.0,2.0300000000000002
Bihar,2020-04-15,0.73,0.0,1.95
Bihar,2020-04-16,0.86,0.0,2.07
Bihar,2020-04-17,1.0,0.0,2.2
Bihar,2020-04-18,1.53,0.22,2.7800000000000002
Bihar,2020-04-19,1.79,0.5,2.97
Bihar,2020-04-20,1.83,0.68,2.94
Bihar,2020-04-21,2.09,1.09,3.08
Bihar,2020-04-22,2.05,1.17,2.91
Bihar,2020-04-23,1.99,1.22,2.7600000000000002
Bihar,2020-04-24,1.92,1.23,2.6
Bihar,2020-04-25,1.77,1.16,2.41
Bihar,2020-04-26,1.6500000000000001,1.07,2.22
Bihar,2020-04-27,1.5,0.96,2.04
Bihar,2020-04-28,1.32,0.8200000000000001,1.86
Bihar,2020-04-29,1.17,0.67,1.69
Bihar,2020-04-30,1.07,0.5700000000000001,1.58
Bihar,2020-05-01,0.92,0.42,1.44
Bihar,2020-05-02,0.81,0.31,1.35
Bihar,2020-05-03,0.6900000000000001,0.17,1.22
Bihar,2020-05-04,0.6,0.08,1.1300000000000001
Bihar,2020-05-05,0.51,0.02,1.04
Bihar,2020-05-06,0.53,0.01,1.07
Bihar,2020-05-07,0.67,0.08,1.29
Bihar,2020-05-08,1.06,0.4,1.72
Bihar,2020-05-09,1.56,0.9400000000000001,2.18
Bihar,2020-05-10,1.8800000000000001,1.33,2.44
Bihar,2020-05-11,1.96,1.47,2.45
Bihar,2020-05-12,1.84,1.41,2.3000000000000003
Bihar,2020-05-13,1.73,1.33,2.14
Bihar,2020-05-14,1.59,1.21,1.96
Bihar,2020-05-15,1.5,1.1500000000000001,1.86
Bihar,2020-05-16,1.3800000000000001,1.04,1.71
Bihar,2020-05-17,1.3,0.98,1.6300000000000001
Bihar,2020-05-18,1.36,1.05,1.67
Bihar,2020-05-19,1.43,1.1500000000000001,1.74
Bihar,2020-05-20,1.5,1.22,1.77
Bihar,2020-05-21,1.53,1.27,1.79
Bihar,2020-05-22,1.48,1.25,1.74
Bihar,2020-05-23,1.42,1.18,1.6400000000000001
Bihar,2020-05-24,1.31,1.1,1.55
Bihar,2020-05-25,1.1500000000000001,0.9400000000000001,1.3800000000000001
Bihar,2020-05-26,1.05,0.84,1.28
Bihar,2020-05-27,0.9500000000000001,0.74,1.18
Bihar,2020-05-28,0.9,0.68,1.12
Bihar,2020-05-29,0.89,0.67,1.12
Bihar,2020-05-30,0.92,0.6900000000000001,1.1400000000000001
Bihar,2020-05-31,1.02,0.79,1.24
Chandigarh,2020-04-23,0.0,0.59,12.0
Chandigarh,2020-04-24,3.77,0.0,7.44
Chandigarh,2020-04-25,3.77,0.52,6.4
Chandigarh,2020-04-26,3.16,0.79,5.21
Chandigarh,2020-04-27,2.72,0.9,4.39
Chandigarh,2020-04-28,2.29,0.78,3.68
Chandigarh,2020-04-29,2.05,0.76,3.27
Chandigarh,2020-04-30,1.73,0.58,2.83
Chandigarh,2020-05-01,1.47,0.38,2.47
Chandigarh,2020-05-02,1.29,0.27,2.25
Chandigarh,2020-05-03,1.07,0.13,1.99
Chandigarh,2020-05-04,1.0,0.08,1.8900000000000001
Chandigarh,2020-05-05,1.0,0.08,1.8900000000000001
Chandigarh,2020-05-06,1.0,0.08,1.8900000000000001
Chandigarh,2020-05-07,1.2,0.23,2.13
Chandigarh,2020-05-08,1.25,0.31,2.19
Chandigarh,2020-05-09,1.18,0.26,2.08
Chandigarh,2020-05-10,1.17,0.27,2.06
Chandigarh,2020-05-11,1.0,0.14,1.85
Chandigarh,2020-05-12,0.8300000000000001,0.03,1.6300000000000001
Chandigarh,2020-05-13,0.5700000000000001,0.0,1.42
Chandigarh,2020-05-14,0.3,0.0,1.29
Chandigarh,2020-05-15,0.05,0.0,1.25
Chandigarh,2020-05-16,0.0,0.0,1.31
Chandigarh,2020-05-17,0.0,0.0,1.45
Chandigarh,2020-05-18,0.02,0.0,1.75
Chandigarh,2020-05-19,0.53,0.0,2.2
Chandigarh,2020-05-20,1.47,0.01,2.92
Chandigarh,2020-05-21,2.15,0.51,3.62
Chandigarh,2020-05-22,2.27,0.86,3.59
Chandigarh,2020-05-23,2.15,0.92,3.29
Chandigarh,2020-05-24,1.8900000000000001,0.81,2.93
Chandigarh,2020-05-25,1.61,0.62,2.58
Chandigarh,2020-05-26,1.36,0.4,2.25
Chandigarh,2020-05-27,1.17,0.28,2.06
Chandigarh,2020-05-28,0.8300000000000001,0.05,1.6500000000000001
Chandigarh,2020-05-29,0.64,0.0,1.46
Chandigarh,2020-05-30,0.39,0.0,1.33
Chandigarh,2020-05-31,0.2,0.0,1.29
Chhattisgarh,2020-05-13,0.0,0.59,12.0
Chhattisgarh,2020-05-14,3.77,0.0,7.44
Chhattisgarh,2020-05-15,4.39,1.1500000000000001,7.0
Chhattisgarh,2020-05-16,3.24,1.03,5.2
Chhattisgarh,2020-05-17,2.71,0.99,4.26
Chhattisgarh,2020-05-18,2.27,0.86,3.59
Chhattisgarh,2020-05-19,2.21,1.01,3.33
Chhattisgarh,2020-05-20,2.23,1.23,3.2
Chhattisgarh,2020-05-21,2.18,1.33,3.0300000000000002
Chhattisgarh,2020-05-22,2.02,1.28,2.7800000000000002
Chhattisgarh,2020-05-23,1.99,1.32,2.64
Chhattisgarh,2020-05-24,1.79,1.2,2.4
Chhattisgarh,2020-05-25,1.6400000000000001,1.1,2.21
Chhattisgarh,2020-05-26,1.45,0.93,1.98
Chhattisgarh,2020-05-27,1.26,0.74,1.75
Chhattisgarh,2020-05-28,1.11,0.62,1.62
Chhattisgarh,2020-05-29,1.0,0.51,1.51
Chhattisgarh,2020-05-30,0.89,0.38,1.3900000000000001
Chhattisgarh,2020-05-31,0.93,0.43,1.45
Delhi,2020-03-16,0.0,0.59,12.0
Delhi,2020-03-17,3.77,0.0,7.44
Delhi,2020-03-18,3.04,0.05,5.59
Delhi,2020-03-19,2.15,0.0,4.21
Delhi,2020-03-20,2.15,0.14,3.99
Delhi,2020-03-21,1.83,0.11,3.44
Delhi,2020-03-22,1.44,0.01,2.86
Delhi,2020-03-23,1.3800000000000001,0.01,2.7
Delhi,2020-03-24,1.0,0.0,2.35
Delhi,2020-03-25,1.0,0.0,2.35
Delhi,2020-03-26,1.35,0.03,2.64
Delhi,2020-03-27,1.62,0.23,2.95
Delhi,2020-03-28,2.0100000000000002,0.68,3.2800000000000002
Delhi,2020-03-29,2.31,1.18,3.41
Delhi,2020-03-30,2.73,1.83,3.63
Delhi,2020-03-31,2.74,2.0,3.44
Delhi,2020-04-01,2.54,1.95,3.14
Delhi,2020-04-02,2.2800000000000002,1.78,2.8000000000000003
Delhi,2020-04-03,1.96,1.51,2.41
Delhi,2020-04-04,1.68,1.28,2.11
Delhi,2020-04-05,1.48,1.09,1.87
Delhi,2020-04-06,1.25,0.88,1.6400000000000001
Delhi,2020-04-07,1.18,0.8200000000000001,1.56
Delhi,2020-04-08,1.2,0.84,1.56
Delhi,2020-04-09,1.24,0.89,1.59
Delhi,2020-04-10,1.45,1.11,1.77
Delhi,2020-04-11,1.53,1.23,1.85
Delhi,2020-04-12,1.52,1.23,1.81
Delhi,2020-04-13,1.45,1.18,1.73
Delhi,2020-04-14,1.25,0.99,1.52
Delhi,2020-04-15,1.08,0.8200000000000001,1.35
Delhi,2020-04-16,0.97,0.71,1.24
Delhi,2020-04-17,0.79,0.51,1.05
Delhi,2020-04-18,0.75,0.47000000000000003,1.03
Delhi,2020-04-19,0.75,0.46,1.04
Delhi,2020-04-20,0.77,0.48,1.08
Delhi,2020-04-21,0.91,0.61,1.21
Delhi,2020-04-22,1.01,0.71,1.31
Delhi,2020-04-23,1.16,0.88,1.47
Delhi,2020-04-24,1.31,1.03,1.6
Delhi,2020-04-25,1.35,1.07,1.61
Delhi,2020-04-26,1.36,1.11,1.6300000000000001
Delhi,2020-04-27,1.33,1.09,1.59
Delhi,2020-04-28,1.28,1.04,1.52
Delhi,2020-04-29,1.29,1.06,1.53
Delhi,2020-04-30,1.27,1.05,1.5
Delhi,2020-05-01,1.32,1.1,1.53
Delhi,2020-05-02,1.33,1.1400000000000001,1.56
Delhi,2020-05-03,1.37,1.18,1.58
Delhi,2020-05-04,1.4000000000000001,1.22,1.6
Delhi,2020-05-05,1.3900000000000001,1.22,1.58
Delhi,2020-05-06,1.34,1.17,1.52
Delhi,2020-05-07,1.27,1.1,1.43
Delhi,2020-05-08,1.17,1.01,1.34
Delhi,2020-05-09,1.1,0.93,1.25
Delhi,2020-05-10,1.02,0.86,1.18
Delhi,2020-05-11,1.0,0.84,1.16
Delhi,2020-05-12,1.02,0.87,1.19
Delhi,2020-05-13,1.07,0.92,1.24
Delhi,2020-05-14,1.1,0.9400000000000001,1.25
Delhi,2020-05-15,1.11,0.96,1.27
Delhi,2020-05-16,1.11,0.97,1.28
Delhi,2020-05-17,1.1300000000000001,0.98,1.28
Delhi,2020-05-18,1.12,0.98,1.28
Delhi,2020-05-19,1.1400000000000001,0.99,1.28
Delhi,2020-05-20,1.1500000000000001,1.02,1.31
Delhi,2020-05-21,1.17,1.04,1.32
Delhi,2020-05-22,1.2,1.06,1.33
Delhi,2020-05-23,1.18,1.05,1.32
Delhi,2020-05-24,1.17,1.04,1.3
Delhi,2020-05-25,1.18,1.06,1.32
Delhi,2020-05-26,1.21,1.08,1.33
Delhi,2020-05-27,1.26,1.1400000000000001,1.3800000000000001
Delhi,2020-05-28,1.33,1.21,1.44
Delhi,2020-05-29,1.36,1.25,1.47
Delhi,2020-05-30,1.4000000000000001,1.3,1.51
Delhi,2020-05-31,1.4000000000000001,1.3,1.5
Goa,2020-05-11,0.0,0.59,12.0
Goa,2020-05-12,1.0,0.0,6.3500000000000005
Goa,2020-05-13,2.62,0.0,5.8
Goa,2020-05-14,2.62,0.01,4.95
Goa,2020-05-15,2.43,0.14,4.39
Goa,2020-05-16,2.5,0.5,4.25
Goa,2020-05-17,2.21,0.53,3.71
Goa,2020-05-18,1.8900000000000001,0.46,3.24
Goa,2020-05-19,1.62,0.33,2.86
Goa,2020-05-20,1.33,0.13,2.43
Goa,2020-05-21,1.1,0.04,2.15
Goa,2020-05-22,1.0,0.0,2.0100000000000002
Goa,2020-05-23,0.68,0.0,1.78
Goa,2020-05-24,0.53,0.0,1.72
Goa,2020-05-25,0.47000000000000003,0.0,1.76
Goa,2020-05-26,0.38,0.0,1.8
Goa,2020-05-27,0.27,0.0,1.84
Goa,2020-05-28,0.35000000000000003,0.0,2.02
Goa,2020-05-29,0.22,0.0,2.09
Goa,2020-05-30,0.38,0.0,2.34
Goa,2020-05-31,0.27,0.0,2.43
Gujarat,2020-03-17,0.0,0.59,12.0
Gujarat,2020-03-18,3.77,0.0,7.44
Gujarat,2020-03-19,3.04,0.05,5.59
Gujarat,2020-03-20,2.62,0.18,4.7
Gujarat,2020-03-21,2.35,0.33,4.17
Gujarat,2020-03-22,2.15,0.42,3.75
Gujarat,2020-03-23,1.85,0.33,3.24
Gujarat,2020-03-24,1.68,0.29,2.92
Gujarat,2020-03-25,1.47,0.22,2.65
Gujarat,2020-03-26,1.32,0.15,2.43
Gujarat,2020-03-27,1.2,0.09,2.25
Gujarat,2020-03-28,1.1,0.04,2.1
Gujarat,2020-03-29,1.09,0.06,2.11
Gujarat,2020-03-30,1.09,0.08,2.12
Gujarat,2020-03-31,1.09,0.06,2.08
Gujarat,2020-04-01,1.09,0.07,2.08
Gujarat,2020-04-02,1.17,0.14,2.19
Gujarat,2020-04-03,1.32,0.27,2.35
Gujarat,2020-04-04,1.51,0.47000000000000003,2.49
Gujarat,2020-04-05,1.57,0.6,2.5
Gujarat,2020-04-06,1.8,0.93,2.66
Gujarat,2020-04-07,2.09,1.33,2.84
Gujarat,2020-04-08,2.2800000000000002,1.6400000000000001,2.93
Gujarat,2020-04-09,2.21,1.67,2.7800000000000002
Gujarat,2020-04-10,2.04,1.55,2.52
Gujarat,2020-04-11,1.83,1.41,2.29
Gujarat,2020-04-12,1.69,1.28,2.08
Gujarat,2020-04-13,1.59,1.22,1.97
Gujarat,2020-04-14,1.53,1.18,1.8800000000000001
Gujarat,2020-04-15,1.55,1.22,1.87
Gujarat,2020-04-16,1.6600000000000001,1.36,1.96
Gujarat,2020-04-17,1.71,1.43,1.98
Gujarat,2020-04-18,1.71,1.47,1.98
Gujarat,2020-04-19,1.6500000000000001,1.43,1.9000000000000001
Gujarat,2020-04-20,1.54,1.33,1.77
Gujarat,2020-04-21,1.42,1.21,1.62
Gujarat,2020-04-22,1.28,1.09,1.49
Gujarat,2020-04-23,1.1400000000000001,0.9400000000000001,1.33
Gujarat,2020-04-24,1.06,0.87,1.26
Gujarat,2020-04-25,0.99,0.79,1.18
Gujarat,2020-04-26,0.97,0.77,1.16
Gujarat,2020-04-27,1.0,0.8,1.19
Gujarat,2020-04-28,1.06,0.87,1.26
Gujarat,2020-04-29,1.1300000000000001,0.93,1.31
Gujarat,2020-04-30,1.19,1.0,1.37
Gujarat,2020-05-01,1.21,1.04,1.41
Gujarat,2020-05-02,1.25,1.07,1.42
Gujarat,2020-05-03,1.25,1.07,1.41
Gujarat,2020-05-04,1.24,1.07,1.4000000000000001
Gujarat,2020-05-05,1.21,1.06,1.3900000000000001
Gujarat,2020-05-06,1.18,1.03,1.35
Gujarat,2020-05-07,1.1400000000000001,0.98,1.29
Gujarat,2020-05-08,1.1,0.9500000000000001,1.26
Gujarat,2020-05-09,1.05,0.91,1.22
Gujarat,2020-05-10,1.02,0.87,1.18
Gujarat,2020-05-11,0.98,0.84,1.1500000000000001
Gujarat,2020-05-12,0.96,0.81,1.12
Gujarat,2020-05-13,1.01,0.86,1.17
Gujarat,2020-05-14,1.07,0.93,1.24
Gujarat,2020-05-15,1.1400000000000001,0.99,1.29
Gujarat,2020-05-16,1.18,1.03,1.32
Gujarat,2020-05-17,1.16,1.03,1.32
Gujarat,2020-05-18,1.1300000000000001,0.99,1.27
Gujarat,2020-05-19,1.09,0.9500000000000001,1.23
Gujarat,2020-05-20,0.98,0.84,1.12
Gujarat,2020-05-21,0.92,0.78,1.06
Gujarat,2020-05-22,0.87,0.73,1.02
Gujarat,2020-05-23,0.8300000000000001,0.68,0.97
Gujarat,2020-05-24,0.84,0.6900000000000001,0.99
Gujarat,2020-05-25,0.88,0.72,1.02
Gujarat,2020-05-26,0.93,0.78,1.09
Gujarat,2020-05-27,0.99,0.84,1.1500000000000001
Gujarat,2020-05-28,1.0,0.85,1.16
Gujarat,2020-05-29,1.0,0.86,1.17
Gujarat,2020-05-30,1.02,0.87,1.18
Gujarat,2020-05-31,1.03,0.89,1.2
Haryana,2020-03-17,0.0,0.59,12.0
Haryana,2020-03-18,1.0,0.0,6.3500000000000005
Haryana,2020-03-19,1.0,0.0,5.08
Haryana,2020-03-20,2.15,0.0,4.99
Haryana,2020-03-21,1.73,0.0,4.14
Haryana,2020-03-22,1.53,0.0,3.66
Haryana,2020-03-23,1.42,0.0,3.34
Haryana,2020-03-24,1.35,0.0,3.12
