State,Date,MostLikelyRt,LowRt,HighRt
Madhya Pradesh,2020-03-30,1.9100000000000001,0.75,2.99
Madhya Pradesh,2020-03-31,2.0100000000000002,1.01,3.0
Madhya Pradesh,2020-04-01,1.9100000000000001,1.0,2.77
Madhya Pradesh,2020-04-02,1.82,1.02,2.62
Madhya Pradesh,2020-04-03,1.82,1.07,2.5100000000000002
Madhya Pradesh,2020-04-04,1.73,1.08,2.4
Madhya Pradesh,2020-04-05,1.6400000000000001,1.05,2.27
Madhya Pradesh,2020-04-06,1.6400000000000001,1.07,2.19
Madhya Pradesh,2020-04-07,1.53,1.01,2.06
Madhya Pradesh,2020-04-08,1.5,1.02,2.0100000000000002
Madhya Pradesh,2020-04-09,1.44,0.97,1.9000000000000001
Madhya Pradesh,2020-04-10,1.35,0.89,1.78
Madhya Pradesh,2020-04-11,1.34,0.93,1.79
Madhya Pradesh,2020-04-12,1.42,1.02,1.83
Madhya Pradesh,2020-04-13,1.54,1.17,1.93
Madhya Pradesh,2020-04-14,1.68,1.34,2.04
Madhya Pradesh,2020-04-15,1.67,1.36,2.0
Madhya Pradesh,2020-04-16,1.57,1.28,1.8800000000000001
Madhya Pradesh,2020-04-17,1.43,1.1500000000000001,1.72
Madhya Pradesh,2020-04-18,1.24,0.97,1.52
Madhya Pradesh,2020-04-19,1.03,0.77,1.32
Madhya Pradesh,2020-04-20,0.84,0.5700000000000001,1.1300000000000001
Madhya Pradesh,2020-04-21,0.7000000000000001,0.41000000000000003,0.99
Madhya Pradesh,2020-04-22,0.62,0.33,0.9400000000000001
Madhya Pradesh,2020-04-23,0.6900000000000001,0.37,1.0
Madhya Pradesh,2020-04-24,0.8200000000000001,0.51,1.16
Madhya Pradesh,2020-04-25,1.09,0.77,1.41
Madhya Pradesh,2020-04-26,1.34,1.03,1.6400000000000001
Madhya Pradesh,2020-04-27,1.42,1.1300000000000001,1.71
Madhya Pradesh,2020-04-28,1.36,1.09,1.6500000000000001
Madhya Pradesh,2020-04-29,1.24,0.98,1.52
Madhya Pradesh,2020-04-30,1.07,0.8200000000000001,1.36
Madhya Pradesh,2020-05-01,0.96,0.7000000000000001,1.24
Madhya Pradesh,2020-05-02,0.8300000000000001,0.56,1.11
Madhya Pradesh,2020-05-03,0.74,0.46,1.03
Madhya Pradesh,2020-05-04,0.73,0.45,1.04
Madhya Pradesh,2020-05-05,0.76,0.45,1.05
Madhya Pradesh,2020-05-06,0.81,0.51,1.1300000000000001
Madhya Pradesh,2020-05-07,0.96,0.66,1.28
Madhya Pradesh,2020-05-08,1.1,0.8,1.41
Madhya Pradesh,2020-05-09,1.27,0.97,1.56
Madhya Pradesh,2020-05-10,1.36,1.09,1.6600000000000001
Madhya Pradesh,2020-05-11,1.4000000000000001,1.1300000000000001,1.67
Madhya Pradesh,2020-05-12,1.41,1.1500000000000001,1.6600000000000001
Madhya Pradesh,2020-05-13,1.3900000000000001,1.1500000000000001,1.6400000000000001
Madhya Pradesh,2020-05-14,1.34,1.12,1.59
Madhya Pradesh,2020-05-15,1.3,1.07,1.52
Madhya Pradesh,2020-05-16,1.24,1.03,1.47
Madhya Pradesh,2020-05-17,1.2,1.0,1.43
Madhya Pradesh,2020-05-18,1.16,0.96,1.3800000000000001
Madhya Pradesh,2020-05-19,1.1300000000000001,0.93,1.34
Madhya Pradesh,2020-05-20,1.1,0.91,1.32
Madhya Pradesh,2020-05-21,1.09,0.89,1.29
Madhya Pradesh,2020-05-22,1.07,0.87,1.27
Madhya Pradesh,2020-05-23,1.05,0.85,1.25
Madhya Pradesh,2020-05-24,1.01,0.8200000000000001,1.22
Madhya Pradesh,2020-05-25,0.97,0.78,1.18
Madhya Pradesh,2020-05-26,0.9400000000000001,0.74,1.1400000000000001
Madhya Pradesh,2020-05-27,0.93,0.72,1.12
Madhya Pradesh,2020-05-28,0.92,0.72,1.1300000000000001
Madhya Pradesh,2020-05-29,0.9400000000000001,0.74,1.1500000000000001
Madhya Pradesh,2020-05-30,0.97,0.76,1.17
Madhya Pradesh,2020-05-31,0.98,0.77,1.18
Maharashtra,2020-03-14,0.0,0.59,12.0
Maharashtra,2020-03-15,0.2,0.0,2.48
Maharashtra,2020-03-16,0.11,0.0,1.9000000000000001
Maharashtra,2020-03-17,0.18,0.0,1.71
Maharashtra,2020-03-18,0.2,0.0,1.59
Maharashtra,2020-03-19,0.31,0.0,1.56
Maharashtra,2020-03-20,0.61,0.0,1.67
Maharashtra,2020-03-21,0.92,0.02,1.85
Maharashtra,2020-03-22,1.24,0.21,2.25
Maharashtra,2020-03-23,1.44,0.42,2.45
Maharashtra,2020-03-24,1.52,0.52,2.44
Maharashtra,2020-03-25,1.62,0.7000000000000001,2.49
Maharashtra,2020-03-26,1.58,0.74,2.41
Maharashtra,2020-03-27,1.51,0.73,2.3000000000000003
Maharashtra,2020-03-28,1.55,0.81,2.27
Maharashtra,2020-03-29,1.58,0.89,2.25
Maharashtra,2020-03-30,1.71,1.1,2.35
Maharashtra,2020-03-31,1.77,1.2,2.33
Maharashtra,2020-04-01,1.85,1.35,2.37
Maharashtra,2020-04-02,1.8900000000000001,1.44,2.35
Maharashtra,2020-04-03,1.87,1.47,2.29
Maharashtra,2020-04-04,1.79,1.42,2.16
Maharashtra,2020-04-05,1.71,1.3800000000000001,2.06
Maharashtra,2020-04-06,1.6300000000000001,1.32,1.95
Maharashtra,2020-04-07,1.59,1.29,1.87
Maharashtra,2020-04-08,1.51,1.25,1.8
Maharashtra,2020-04-09,1.47,1.22,1.74
Maharashtra,2020-04-10,1.45,1.21,1.7
Maharashtra,2020-04-11,1.45,1.22,1.68
Maharashtra,2020-04-12,1.44,1.23,1.67
Maharashtra,2020-04-13,1.41,1.21,1.6300000000000001
Maharashtra,2020-04-14,1.33,1.1400000000000001,1.54
Maharashtra,2020-04-15,1.27,1.08,1.47
Maharashtra,2020-04-16,1.23,1.05,1.43
Maharashtra,2020-04-17,1.21,1.04,1.41
Maharashtra,2020-04-18,1.25,1.07,1.42
Maharashtra,2020-04-19,1.29,1.12,1.46
Maharashtra,2020-04-20,1.35,1.2,1.53
Maharashtra,2020-04-21,1.3900000000000001,1.23,1.54
Maharashtra,2020-04-22,1.41,1.27,1.57
Maharashtra,2020-04-23,1.3800000000000001,1.24,1.52
Maharashtra,2020-04-24,1.33,1.2,1.47
Maharashtra,2020-04-25,1.26,1.1300000000000001,1.3900000000000001
Maharashtra,2020-04-26,1.19,1.07,1.33
Maharashtra,2020-04-27,1.11,0.99,1.24
Maharashtra,2020-04-28,1.12,0.99,1.24
Maharashtra,2020-04-29,1.11,0.99,1.24
Maharashtra,2020-04-30,1.1400000000000001,1.02,1.26
Maharashtra,2020-05-01,1.21,1.09,1.33
Maharashtra,2020-05-02,1.26,1.1500000000000001,1.3800000000000001
Maharashtra,2020-05-03,1.31,1.2,1.42
Maharashtra,2020-05-04,1.36,1.25,1.46
Maharashtra,2020-05-05,1.33,1.23,1.43
Maharashtra,2020-05-06,1.3,1.21,1.41
Maharashtra,2020-05-07,1.29,1.2,1.3900000000000001
Maharashtra,2020-05-08,1.24,1.1500000000000001,1.33
Maharashtra,2020-05-09,1.21,1.12,1.3
Maharashtra,2020-05-10,1.17,1.08,1.25
Maharashtra,2020-05-11,1.1300000000000001,1.05,1.22
Maharashtra,2020-05-12,1.12,1.04,1.21
Maharashtra,2020-05-13,1.12,1.04,1.21
Maharashtra,2020-05-14,1.12,1.04,1.2
Maharashtra,2020-05-15,1.17,1.08,1.24
Maharashtra,2020-05-16,1.2,1.12,1.28
Maharashtra,2020-05-17,1.22,1.1400000000000001,1.29
Maharashtra,2020-05-18,1.24,1.16,1.31
Maharashtra,2020-05-19,1.26,1.18,1.32
Maharashtra,2020-05-20,1.27,1.19,1.33
Maharashtra,2020-05-21,1.26,1.2,1.34
Maharashtra,2020-05-22,1.25,1.18,1.31
Maharashtra,2020-05-23,1.21,1.1400000000000001,1.27
Maharashtra,2020-05-24,1.16,1.1,1.23
Maharashtra,2020-05-25,1.11,1.05,1.17
Maharashtra,2020-05-26,1.06,1.0,1.12
Maharashtra,2020-05-27,1.03,0.97,1.09
Maharashtra,2020-05-28,1.01,0.9500000000000001,1.07
Maharashtra,2020-05-29,1.0,0.9400000000000001,1.06
Maharashtra,2020-05-30,1.0,0.9400000000000001,1.06
Maharashtra,2020-05-31,1.02,0.96,1.08
Manipur,2020-05-14,0.0,0.59,12.0
Manipur,2020-05-15,1.0,0.0,6.3500000000000005
Manipur,2020-05-16,1.0,0.0,5.08
Manipur,2020-05-17,2.15,0.0,4.99
Manipur,2020-05-18,2.35,0.02,4.55
Manipur,2020-05-19,2.27,0.13,4.16
Manipur,2020-05-20,1.8900000000000001,0.09,3.52
Manipur,2020-05-21,1.69,0.09,3.16
Manipur,2020-05-22,1.59,0.11,2.99
Manipur,2020-05-23,1.35,0.03,2.64
Manipur,2020-05-24,1.16,0.0,2.41
Manipur,2020-05-25,1.16,0.0,2.38
Manipur,2020-05-26,1.1500000000000001,0.0,2.35
Manipur,2020-05-27,1.1500000000000001,0.01,2.34
Manipur,2020-05-28,1.28,0.06,2.47
Manipur,2020-05-29,1.26,0.03,2.38
Manipur,2020-05-30,1.36,0.15,2.5300000000000002
Manipur,2020-05-31,1.33,0.13,2.43
Meghalaya,2020-05-23,0.0,0.59,12.0
Meghalaya,2020-05-24,1.0,0.0,6.3500000000000005
Meghalaya,2020-05-25,1.0,0.0,5.08
Meghalaya,2020-05-26,2.15,0.0,4.99
Meghalaya,2020-05-27,1.73,0.0,4.14
Meghalaya,2020-05-28,1.53,0.0,3.66
Meghalaya,2020-05-29,1.42,0.0,3.34
Meghalaya,2020-05-30,1.35,0.0,3.12
Meghalaya,2020-05-31,1.0,0.0,2.82
Nagaland,2020-05-24,0.0,0.59,12.0
Nagaland,2020-05-25,3.77,0.0,7.44
Nagaland,2020-05-26,3.04,0.05,5.59
Nagaland,2020-05-27,3.04,0.55,5.22
Nagaland,2020-05-28,2.74,0.75,4.49
Nagaland,2020-05-29,2.15,0.51,3.62
Nagaland,2020-05-30,1.99,0.5700000000000001,3.3000000000000003
Nagaland,2020-05-31,1.77,0.5,2.94
Odisha,2020-03-31,0.0,0.59,12.0
Odisha,2020-04-01,3.77,0.0,7.44
Odisha,2020-04-02,4.39,1.1500000000000001,7.0
Odisha,2020-04-03,2.94,0.7000000000000001,4.92
Odisha,2020-04-04,2.43,0.64,4.07
Odisha,2020-04-05,1.85,0.33,3.24
Odisha,2020-04-06,1.68,0.29,2.92
Odisha,2020-04-07,1.35,0.13,2.48
Odisha,2020-04-08,1.11,0.03,2.17
Odisha,2020-04-09,0.78,0.0,1.87
Odisha,2020-04-10,0.64,0.0,1.81
Odisha,2020-04-11,0.47000000000000003,0.0,1.76
Odisha,2020-04-12,0.38,0.0,1.8
Odisha,2020-04-13,0.27,0.0,1.84
Odisha,2020-04-14,0.58,0.0,2.15
Odisha,2020-04-15,0.53,0.0,2.2
Odisha,2020-04-16,0.47000000000000003,0.0,2.27
Odisha,2020-04-17,0.38,0.0,2.34
Odisha,2020-04-18,0.65,0.0,2.62
Odisha,2020-04-19,1.67,0.01,3.35
Odisha,2020-04-20,1.83,0.11,3.44
Odisha,2020-04-21,1.8900000000000001,0.2,3.38
Odisha,2020-04-22,1.8900000000000001,0.35000000000000003,3.3200000000000003
Odisha,2020-04-23,1.73,0.34,3.06
Odisha,2020-04-24,1.5,0.21,2.7
Odisha,2020-04-25,1.34,0.16,2.49
Odisha,2020-04-26,1.21,0.09,2.29
Odisha,2020-04-27,1.2,0.09,2.25
Odisha,2020-04-28,1.19,0.12,2.25
Odisha,2020-04-29,1.27,0.19,2.33
Odisha,2020-04-30,1.25,0.2,2.29
Odisha,2020-05-01,1.31,0.27,2.33
Odisha,2020-05-02,1.22,0.22,2.2
Odisha,2020-05-03,1.1400000000000001,0.18,2.1
Odisha,2020-05-04,1.1400000000000001,0.17,2.06
Odisha,2020-05-05,1.3800000000000001,0.43,2.34
Odisha,2020-05-06,1.56,0.65,2.45
Odisha,2020-05-07,1.93,1.1300000000000001,2.74
Odisha,2020-05-08,2.02,1.33,2.75
Odisha,2020-05-09,1.97,1.33,2.58
Odisha,2020-05-10,1.92,1.37,2.49
Odisha,2020-05-11,1.82,1.32,2.33
Odisha,2020-05-12,1.6600000000000001,1.21,2.14
Odisha,2020-05-13,1.58,1.1400000000000001,2.0
Odisha,2020-05-14,1.44,1.04,1.86
Odisha,2020-05-15,1.33,0.9500000000000001,1.74
Odisha,2020-05-16,1.29,0.92,1.68
Odisha,2020-05-17,1.21,0.85,1.59
Odisha,2020-05-18,1.1500000000000001,0.78,1.5
Odisha,2020-05-19,1.1400000000000001,0.79,1.5
Odisha,2020-05-20,1.09,0.73,1.43
Odisha,2020-05-21,1.04,0.6900000000000001,1.3900000000000001
Odisha,2020-05-22,1.05,0.72,1.42
Odisha,2020-05-23,1.04,0.6900000000000001,1.3800000000000001
Odisha,2020-05-24,1.06,0.73,1.42
Odisha,2020-05-25,1.07,0.73,1.41
Odisha,2020-05-26,1.03,0.7000000000000001,1.3800000000000001
Odisha,2020-05-27,1.01,0.68,1.36
Odisha,2020-05-28,1.05,0.71,1.3800000000000001
Odisha,2020-05-29,1.05,0.72,1.3900000000000001
Odisha,2020-05-30,1.09,0.76,1.42
Odisha,2020-05-31,1.12,0.79,1.44
Punjab,2020-03-18,0.0,0.59,12.0
Punjab,2020-03-19,3.77,0.0,7.44
Punjab,2020-03-20,3.04,0.05,5.59
Punjab,2020-03-21,3.04,0.55,5.22
Punjab,2020-03-22,2.24,0.25,3.94
Punjab,2020-03-23,1.8900000000000001,0.2,3.38
Punjab,2020-03-24,1.53,0.09,2.86
Punjab,2020-03-25,1.31,0.04,2.54
Punjab,2020-03-26,1.1500000000000001,0.01,2.34
Punjab,2020-03-27,0.85,0.0,2.09
Punjab,2020-03-28,0.53,0.0,1.9100000000000001
Punjab,2020-03-29,0.47000000000000003,0.0,1.95
Punjab,2020-03-30,0.38,0.0,2.0
Punjab,2020-03-31,0.53,0.0,2.2
Punjab,2020-04-01,1.0,0.0,2.58
Punjab,2020-04-02,1.24,0.0,2.75
Punjab,2020-04-03,1.85,0.23,3.34
Punjab,2020-04-04,2.0100000000000002,0.48,3.41
Punjab,2020-04-05,1.92,0.56,3.21
Punjab,2020-04-06,1.94,0.72,3.11
Punjab,2020-04-07,1.98,0.89,3.0100000000000002
Punjab,2020-04-08,1.79,0.8,2.72
Punjab,2020-04-09,1.6600000000000001,0.76,2.5300000000000002
Punjab,2020-04-10,1.43,0.5700000000000001,2.24
Punjab,2020-04-11,1.22,0.42,2.04
Punjab,2020-04-12,1.09,0.3,1.8800000000000001
Punjab,2020-04-13,0.91,0.16,1.69
Punjab,2020-04-14,0.73,0.01,1.43
Punjab,2020-04-15,0.71,0.0,1.43
Punjab,2020-04-16,0.75,0.0,1.48
Punjab,2020-04-17,0.84,0.06,1.6500000000000001
Punjab,2020-04-18,0.9400000000000001,0.09,1.76
Punjab,2020-04-19,1.06,0.18,1.9100000000000001
Punjab,2020-04-20,1.11,0.24,1.98
Punjab,2020-04-21,1.16,0.29,2.02
Punjab,2020-04-22,1.1,0.23,1.92
Punjab,2020-04-23,1.05,0.22,1.8900000000000001
Punjab,2020-04-24,1.0,0.15,1.79
Punjab,2020-04-25,1.0,0.15,1.79
Punjab,2020-04-26,1.05,0.22,1.8800000000000001
Punjab,2020-04-27,1.46,0.64,2.2800000000000002
Punjab,2020-04-28,1.8900000000000001,1.16,2.63
Punjab,2020-04-29,2.37,1.76,3.0
Punjab,2020-04-30,2.72,2.23,3.23
Punjab,2020-05-01,2.62,2.22,3.04
Punjab,2020-05-02,2.43,2.08,2.7600000000000002
Punjab,2020-05-03,2.13,1.83,2.42
Punjab,2020-05-04,1.83,1.57,2.11
Punjab,2020-05-05,1.56,1.31,1.81
Punjab,2020-05-06,1.29,1.05,1.53
Punjab,2020-05-07,1.01,0.78,1.26
Punjab,2020-05-08,0.8,0.55,1.04
Punjab,2020-05-09,0.56,0.3,0.8200000000000001
Punjab,2020-05-10,0.38,0.1,0.65
Punjab,2020-05-11,0.22,0.0,0.49
Punjab,2020-05-12,0.09,0.0,0.46
Punjab,2020-05-13,0.03,0.0,0.49
Punjab,2020-05-14,0.02,0.0,0.53
Punjab,2020-05-15,0.0,0.0,0.58
Punjab,2020-05-16,0.02,0.0,0.65
Punjab,2020-05-17,0.01,0.0,0.71
Punjab,2020-05-18,0.17,0.0,0.86
Punjab,2020-05-19,0.4,0.0,1.07
Punjab,2020-05-20,0.64,0.01,1.32
Punjab,2020-05-21,0.92,0.14,1.6600000000000001
Punjab,2020-05-22,1.04,0.26,1.83
Punjab,2020-05-23,1.08,0.28,1.84
Punjab,2020-05-24,1.2,0.43,1.98
Punjab,2020-05-25,1.19,0.43,1.94
Punjab,2020-05-26,1.32,0.59,2.05
Punjab,2020-05-27,1.42,0.74,2.13
Punjab,2020-05-28,1.47,0.8200000000000001,2.13
Punjab,2020-05-29,1.47,0.84,2.07
Punjab,2020-05-30,1.42,0.8300000000000001,2.0
Punjab,2020-05-31,1.32,0.77,1.9000000000000001
Rajasthan,2020-03-15,0.0,0.59,12.0
Rajasthan,2020-03-16,1.0,0.0,6.3500000000000005
Rajasthan,2020-03-17,2.62,0.0,5.8
Rajasthan,2020-03-18,2.62,0.01,4.95
Rajasthan,2020-03-19,2.43,0.14,4.39
Rajasthan,2020-03-20,2.24,0.25,3.94
Rajasthan,2020-03-21,1.8900000000000001,0.2,3.38
Rajasthan,2020-03-22,1.7,0.21,3.0700000000000003
Rajasthan,2020-03-23,1.45,0.11,2.71
Rajasthan,2020-03-24,1.28,0.06,2.47
Rajasthan,2020-03-25,1.1300000000000001,0.02,2.2800000000000002
Rajasthan,2020-03-26,1.1300000000000001,0.0,2.23
Rajasthan,2020-03-27,1.12,0.0,2.21
Rajasthan,2020-03-28,1.35,0.13,2.48
Rajasthan,2020-03-29,1.62,0.41000000000000003,2.77
Rajasthan,2020-03-30,1.85,0.75,2.93
Rajasthan,2020-03-31,1.95,0.97,2.91
Rajasthan,2020-04-01,1.96,1.1,2.82
Rajasthan,2020-04-02,1.97,1.19,2.71
Rajasthan,2020-04-03,1.87,1.19,2.56
Rajasthan,2020-04-04,1.79,1.18,2.42
Rajasthan,2020-04-05,1.6600000000000001,1.09,2.23
Rajasthan,2020-04-06,1.6,1.08,2.14
Rajasthan,2020-04-07,1.55,1.07,2.06
Rajasthan,2020-04-08,1.6,1.1500000000000001,2.07
Rajasthan,2020-04-09,1.61,1.19,2.04
Rajasthan,2020-04-10,1.6300000000000001,1.25,2.04
Rajasthan,2020-04-11,1.6,1.24,1.97
Rajasthan,2020-04-12,1.51,1.16,1.84
Rajasthan,2020-04-13,1.3900000000000001,1.06,1.71
Rajasthan,2020-04-14,1.27,0.96,1.59
Rajasthan,2020-04-15,1.1500000000000001,0.85,1.47
Rajasthan,2020-04-16,1.08,0.77,1.3800000000000001
Rajasthan,2020-04-17,1.02,0.72,1.33
Rajasthan,2020-04-18,1.02,0.72,1.33
Rajasthan,2020-04-19,1.08,0.78,1.3800000000000001
Rajasthan,2020-04-20,1.1400000000000001,0.85,1.44
Rajasthan,2020-04-21,1.17,0.88,1.46
Rajasthan,2020-04-22,1.1300000000000001,0.85,1.42
Rajasthan,2020-04-23,1.05,0.78,1.35
Rajasthan,2020-04-24,0.97,0.6900000000000001,1.26
Rajasthan,2020-04-25,0.87,0.59,1.17
Rajasthan,2020-04-26,0.79,0.48,1.07
Rajasthan,2020-04-27,0.78,0.48,1.09
Rajasthan,2020-04-28,0.8200000000000001,0.5,1.12
Rajasthan,2020-04-29,0.92,0.61,1.24
Rajasthan,2020-04-30,1.01,0.7000000000000001,1.33
Rajasthan,2020-05-01,1.1300000000000001,0.8300000000000001,1.45
Rajasthan,2020-05-02,1.2,0.91,1.52
Rajasthan,2020-05-03,1.25,0.97,1.56
Rajasthan,2020-05-04,1.21,0.93,1.5
Rajasthan,2020-05-05,1.2,0.93,1.49
Rajasthan,2020-05-06,1.17,0.91,1.46
Rajasthan,2020-05-07,1.1400000000000001,0.88,1.42
Rajasthan,2020-05-08,1.1,0.84,1.37
Rajasthan,2020-05-09,1.09,0.8300000000000001,1.35
Rajasthan,2020-05-10,1.08,0.8300000000000001,1.35
Rajasthan,2020-05-11,1.11,0.86,1.37
Rajasthan,2020-05-12,1.1400000000000001,0.89,1.3900000000000001
Rajasthan,2020-05-13,1.19,0.9500000000000001,1.44
Rajasthan,2020-05-14,1.25,1.02,1.5
Rajasthan,2020-05-15,1.29,1.07,1.53
Rajasthan,2020-05-16,1.33,1.12,1.56
Rajasthan,2020-05-17,1.32,1.11,1.53
Rajasthan,2020-05-18,1.29,1.09,1.5
Rajasthan,2020-05-19,1.23,1.04,1.44
Rajasthan,2020-05-20,1.17,0.98,1.37
Rajasthan,2020-05-21,1.11,0.92,1.3
Rajasthan,2020-05-22,1.08,0.89,1.27
Rajasthan,2020-05-23,1.03,0.85,1.23
Rajasthan,2020-05-24,1.02,0.84,1.22
Rajasthan,2020-05-25,1.02,0.8300000000000001,1.21
Rajasthan,2020-05-26,1.02,0.84,1.22
Rajasthan,2020-05-27,1.03,0.84,1.21
Rajasthan,2020-05-28,1.04,0.85,1.22
Rajasthan,2020-05-29,1.03,0.84,1.21
Rajasthan,2020-05-30,1.01,0.8300000000000001,1.2
Rajasthan,2020-05-31,0.97,0.79,1.16
State Unassigned,2020-05-19,0.0,0.59,12.0
State Unassigned,2020-05-20,0.9400000000000001,0.47000000000000003,1.42
State Unassigned,2020-05-21,1.06,0.73,1.4000000000000001
State Unassigned,2020-05-22,1.08,0.81,1.35
State Unassigned,2020-05-23,1.1,0.87,1.33
